Accepted.SIVIM;Original.EuroMed;Accepted.EuroMed;Expert.Revision;Analysis.Names;Rank;Genus;Family;Order;Class;Group;Native
Beta vulgaris subsp. martima;Beta vulgaris subsp. maritima;Beta vulgaris subsp. maritima;Beta vulgaris subsp. maritima;Beta vulgaris;subsp.;Beta;Amaranthaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Betula ceitiberica;Betula celtiberica;Betula pubescens var. pubescens;Betula pubescens var. pubescens;Betula celtiberica;var.;Betula;Betulaceae;Fagales;Magnoliopsida;Tracheophytes;Yes
Betula pubescens;Betula pubescens;Betula pubescens;Betula pubescens;Betula celtiberica;sp.;Betula;Betulaceae;Fagales;Magnoliopsida;Tracheophytes;Yes
Betula pendula;Betula pendula;Betula pendula;Betula pendula;Betula pendula;sp.;Betula;Betulaceae;Fagales;Magnoliopsida;Tracheophytes;Yes
Betula pendula subsp. pendula;Betula pendula;Betula pendula;Betula pendula;Betula pendula;sp.;Betula;Betulaceae;Fagales;Magnoliopsida;Tracheophytes;Yes
Bidens;Bidens;Bidens;Bidens;Bidens;gen.;Bidens;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Bidens aurea;Bidens aureus;Bidens aureus;Bidens aureus;Bidens aureus;sp.;Bidens;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;No
Bidens frondosa;Bidens frondosus;Bidens frondosus;Bidens frondosus;Bidens frondosus;sp.;Bidens;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;No
Bidens tripartita;Bidens tripartitus;Bidens tripartitus;Bidens tripartitus;Bidens tripartitus;sp.;Bidens;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Biscutella auriculata;Biscutella auriculata;Biscutella auriculata;Biscutella auriculata;Biscutella auriculata;sp.;Biscutella;Brassicaceae;Brassicales;Magnoliopsida;Tracheophytes;Yes
Biscutella lacrigata;Biscutella laevigata;Biscutella laevigata;Biscutella laevigata;Biscutella laevigata;sp.;Biscutella;Brassicaceae;Brassicales;Magnoliopsida;Tracheophytes;Yes
Biscutella laevigata;Biscutella laevigata;Biscutella laevigata;Biscutella laevigata;Biscutella laevigata;sp.;Biscutella;Brassicaceae;Brassicales;Magnoliopsida;Tracheophytes;Yes
Biscutella laevigata subsp. laevigata;Biscutella laevigata subsp. laevigata;Biscutella laevigata subsp. laevigata;Biscutella laevigata subsp. laevigata;Biscutella laevigata;subsp.;Biscutella;Brassicaceae;Brassicales;Magnoliopsida;Tracheophytes;Yes
Biscutella valentina subsp. laevigata;Biscutella laevigata;Biscutella laevigata;Biscutella laevigata;Biscutella laevigata;sp.;Biscutella;Brassicaceae;Brassicales;Magnoliopsida;Tracheophytes;Yes
Biscutella laevigata subsp. pyrenaica;Biscutella laevigata subsp. pyrenaica;Biscutella valentina subsp. pyrenaica;Biscutella valentina subsp. pyrenaica;Biscutella valentina;subsp.;Biscutella;Brassicaceae;Brassicales;Magnoliopsida;Tracheophytes;Yes
Biscutella laevigata subsp. stenophylla;Biscutella laevigata subsp. stenophylla;Biscutella valentina subsp. valentina;Biscutella valentina subsp. valentina;Biscutella valentina;subsp.;Biscutella;Brassicaceae;Brassicales;Magnoliopsida;Tracheophytes;Yes
Biscutella valent subsp. valentilaevigat;Biscutella valentina subsp. valentina;Biscutella valentina subsp. valentina;Biscutella valentina subsp. valentina;Biscutella valentina;subsp.;Biscutella;Brassicaceae;Brassicales;Magnoliopsida;Tracheophytes;Yes
Biscutella valentina subsp. valentinalae;Biscutella valentina subsp. valentina;Biscutella valentina subsp. valentina;Biscutella valentina subsp. valentina;Biscutella valentina;subsp.;Biscutella;Brassicaceae;Brassicales;Magnoliopsida;Tracheophytes;Yes
Bistorta officinalis;Bistorta officinalis;Bistorta officinalis;Bistorta officinalis;Bistorta officinalis;sp.;Bistorta;Polygonaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Polygonum bistorta;Polygonum bistorta;Bistorta officinalis;Bistorta officinalis;Bistorta officinalis;sp.;Bistorta;Polygonaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Polygonum viparum;Polygonum viviparum;Bistorta vivipara;Bistorta vivipara;Bistorta vivipara;sp.;Bistorta;Polygonaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Polygonum viviparum;Polygonum viviparum;Bistorta vivipara;Bistorta vivipara;Bistorta vivipara;sp.;Bistorta;Polygonaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Bituminaria bituminosa;Bituminaria bituminosa;Bituminaria bituminosa;Bituminaria bituminosa;Bituminaria bituminosa;sp.;Bituminaria;Fabaceae;Fabales;Magnoliopsida;Tracheophytes;Yes
Blackstonia acuminata;Blackstonia acuminata;Blackstonia perfoliata subsp. serotina;Blackstonia perfoliata subsp. serotina;Blackstonia perfoliata aggr.;subsp.;Blackstonia;Gentianaceae;Gentianales;Magnoliopsida;Tracheophytes;No
Blackstonia imperfoliata;Blackstonia imperfoliata;Blackstonia perfoliata subsp. imperfoliata;Blackstonia perfoliata subsp. imperfoliata;Blackstonia perfoliata aggr.;subsp.;Blackstonia;Gentianaceae;Gentianales;Magnoliopsida;Tracheophytes;Yes
Blackstonia perfoliaia;Blackstonia perfoliata;Blackstonia perfoliata;Blackstonia perfoliata;Blackstonia perfoliata aggr.;sp.;Blackstonia;Gentianaceae;Gentianales;Magnoliopsida;Tracheophytes;Yes
Blackstonia perfoliata;Blackstonia perfoliata;Blackstonia perfoliata;Blackstonia perfoliata;Blackstonia perfoliata aggr.;sp.;Blackstonia;Gentianaceae;Gentianales;Magnoliopsida;Tracheophytes;Yes
Blackstonia perfoliata subsp. perfoliata;Blackstonia perfoliata subsp. perfoliata;Blackstonia perfoliata subsp. perfoliata;Blackstonia perfoliata subsp. perfoliata;Blackstonia perfoliata aggr.;subsp.;Blackstonia;Gentianaceae;Gentianales;Magnoliopsida;Tracheophytes;Yes
Blackstonia pertoliata;Blackstonia perfoliata;Blackstonia perfoliata;Blackstonia perfoliata;Blackstonia perfoliata aggr.;sp.;Blackstonia;Gentianaceae;Gentianales;Magnoliopsida;Tracheophytes;Yes
Blechnum spicant;Blechnum spicant;Blechnum spicant;Blechnum spicant;Blechnum spicant;sp.;Blechnum;Blechnaceae;Polypodiales;Polypodiopsida;Tracheophytes;Yes
Blechnum spicant subsp. spicant;Blechnum spicant;Blechnum spicant;Blechnum spicant;Blechnum spicant;sp.;Blechnum;Blechnaceae;Polypodiales;Polypodiopsida;Tracheophytes;Yes
Blechnum spicant subsp. spicantf_spicant;Blechnum spicant;Blechnum spicant;Blechnum spicant;Blechnum spicant;sp.;Blechnum;Blechnaceae;Polypodiales;Polypodiopsida;Tracheophytes;Yes
Blechnum spicant subsp. spicanthomophyll;Blechnum spicant;Blechnum spicant;Blechnum spicant;Blechnum spicant;sp.;Blechnum;Blechnaceae;Polypodiales;Polypodiopsida;Tracheophytes;Yes
Blechnum spicant subsp. spicantspicant;Blechnum spicant;Blechnum spicant;Blechnum spicant;Blechnum spicant;sp.;Blechnum;Blechnaceae;Polypodiales;Polypodiopsida;Tracheophytes;Yes
Blechnum spicant var. homophyllum;Blechnum spicant var. homophyllum;Blechnum spicant;Blechnum spicant;Blechnum spicant;sp.;Blechnum;Blechnaceae;Polypodiales;Polypodiopsida;Tracheophytes;Yes
Chenopodium bonusenricus;Chenopodium bonus-henricus;Blitum bonus-henricus;Blitum bonus-henricus;Blitum bonus-henricus;sp.;Blitum;Amaranthaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Chenopodium bonushenricus;Chenopodium bonus-henricus;Blitum bonus-henricus;Blitum bonus-henricus;Blitum bonus-henricus;sp.;Blitum;Amaranthaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Chenopodium foliosum;Chenopodium foliosum;Blitum virgatum;Blitum virgatum;Blitum virgatum;sp.;Blitum;Amaranthaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Blysmus compressus;Blysmus compressus;Blysmus compressus;Blysmus compressus;Blysmus compressus;sp.;Blysmus;Cyperaceae;Poales;Liliopsida;Tracheophytes;Yes
Bolboschoenus maritimus;Bolboschoenus maritimus;Bolboschoenus maritimus;Bolboschoenus maritimus;Bolboschoenus maritimus;sp.;Bolboschoenus;Cyperaceae;Poales;Liliopsida;Tracheophytes;Yes
Bolboschoenus maritimus subsp. compactus;Bolboschoenus maritimus subsp. compactus;Bolboschoenus maritimus;Bolboschoenus maritimus;Bolboschoenus maritimus;sp.;Bolboschoenus;Cyperaceae;Poales;Liliopsida;Tracheophytes;Yes
Bolboschoenus maritimus subsp. maritimus;Bolboschoenus maritimus;Bolboschoenus maritimus;Bolboschoenus maritimus;Bolboschoenus maritimus;sp.;Bolboschoenus;Cyperaceae;Poales;Liliopsida;Tracheophytes;Yes
Scirpus maritimus subsp. compactus;Scirpus compactus;Bolboschoenus maritimus;Bolboschoenus maritimus;Bolboschoenus maritimus;sp.;Bolboschoenus;Cyperaceae;Poales;Liliopsida;Tracheophytes;Yes
Scirpus maritirnus;Scirpus maritimus;Bolboschoenus maritimus;Bolboschoenus maritimus;Bolboschoenus maritimus;sp.;Bolboschoenus;Cyperaceae;Poales;Liliopsida;Tracheophytes;Yes
Bombycilaena erecta;Bombycilaena erecta;Bombycilaena erecta;Bombycilaena erecta;Bombycilaena erecta;sp.;Bombycilaena;Asteraceae;Asterales;Magnoliopsida;Tracheophytes;Yes
Borago officinalis;Borago officinalis;Borago officinalis;Borago officinalis;Borago officinalis;sp.;Borago;Boraginaceae;Boraginales;Magnoliopsida;Tracheophytes;Yes
Botriochloa ischaemum;Bothriochloa ischaemum;Bothriochloa ischaemum;Bothriochloa ischaemum;Bothriochloa ischaemum;sp.;Bothriochloa;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Botrychium lunaria;Botrychium lunaria;Botrychium lunaria;Botrychium lunaria;Botrychium lunaria;sp.;Botrychium;Ophioglossaceae;Ophioglossales;Polypodiopsida;Tracheophytes;Yes
Brachypodium;Brachypodium;Brachypodium;Brachypodium;Brachypodium;gen.;Brachypodium;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Brachypodium phoenicoides;Brachypodium phoenicoides;Brachypodium phoenicoides;Brachypodium phoenicoides;Brachypodium phoenicoides;sp.;Brachypodium;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Brachypodium Xphoenicoides;Brachypodium phoenicoides;Brachypodium phoenicoides;Brachypodium phoenicoides;Brachypodium phoenicoides;sp.;Brachypodium;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Brachypodium pinnatum;Brachypodium pinnatum;Brachypodium pinnatum;Brachypodium pinnatum;Brachypodium pinnatum aggr.;sp.;Brachypodium;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Brachypodium pinnatum subsp. pinnatum;Brachypodium pinnatum;Brachypodium pinnatum;Brachypodium pinnatum;Brachypodium pinnatum aggr.;sp.;Brachypodium;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Brachypodium pinnatum subsp. rupestre;Brachypodium pinnatum subsp. rupestre;Brachypodium rupestre;Brachypodium rupestre;Brachypodium pinnatum aggr.;sp.;Brachypodium;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Brachypodium rupestris;Brachypodium rupestre;Brachypodium rupestre;Brachypodium rupestre;Brachypodium pinnatum aggr.;sp.;Brachypodium;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Bromus corniculatus subsp. ciliatus;Bromus corniculatus ;Brachypodium pinnatum;Brachypodium pinnatum;Brachypodium pinnatum aggr.;sp.;Brachypodium;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Brachypodium retusum;Brachypodium retusum;Brachypodium retusum;Brachypodium retusum;Brachypodium retusum;sp.;Brachypodium;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Brachypodium sylvaticum;Brachypodium sylvaticum;Brachypodium sylvaticum;Brachypodium sylvaticum;Brachypodium sylvaticum;sp.;Brachypodium;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Brachypodium sylvaticum subsp. sylvaticum;Brachypodium sylvaticum subsp. sylvaticum;Brachypodium sylvaticum subsp. sylvaticum;Brachypodium sylvaticum subsp. sylvaticum;Brachypodium sylvaticum;subsp.;Brachypodium;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Brassica barrelieri;Brassica barrelieri;Brassica barrelieri;Brassica barrelieri;Brassica barrelieri;sp.;Brassica;Brassicaceae;Brassicales;Magnoliopsida;Tracheophytes;Yes
Brassica napus;Brassica napus;Brassica napus;Brassica napus;Brassica napus;sp.;Brassica;Brassicaceae;Brassicales;Magnoliopsida;Tracheophytes;No
Brassica napus subsp. napus;Brassica napus;Brassica napus;Brassica napus;Brassica napus;sp.;Brassica;Brassicaceae;Brassicales;Magnoliopsida;Tracheophytes;No
Brassica nigra;Brassica nigra;Brassica nigra;Brassica nigra;Brassica nigra;sp.;Brassica;Brassicaceae;Brassicales;Magnoliopsida;Tracheophytes;Yes
Brassica oleracea;Brassica oleracea;Brassica oleracea;Brassica oleracea;Brassica oleracea;sp.;Brassica;Brassicaceae;Brassicales;Magnoliopsida;Tracheophytes;No
Brassica oleracea subsp. sylvestris;Brassica oleracea subsp. sylvestris;Brassica oleracea subsp. oleracea;Brassica oleracea subsp. oleracea;Brassica oleracea;subsp.;Brassica;Brassicaceae;Brassicales;Magnoliopsida;Tracheophytes;Yes
Brassica oteracea;Brassica oleracea;Brassica oleracea;Brassica oleracea;Brassica oleracea;sp.;Brassica;Brassicaceae;Brassicales;Magnoliopsida;Tracheophytes;No
Brassica repanda subsp. cantabrica;Brassica repanda subsp. cantabrica;Brassica repanda subsp. cantabrica;Brassica repanda subsp. cantabrica;Brassica repanda;subsp.;Brassica;Brassicaceae;Brassicales;Magnoliopsida;Tracheophytes;Yes
Brassica tournefortii;Brassica tournefortii;Brassica tournefortii;Brassica tournefortii;Brassica tournefortii;sp.;Brassica;Brassicaceae;Brassicales;Magnoliopsida;Tracheophytes;Yes
Brimeura amethystina;Brimeura amethystina;Brimeura amethystina;Brimeura amethystina;Brimeura amethystina;sp.;Brimeura;Asparagaceae;Asparagales;Liliopsida;Tracheophytes;Yes
Briza maxima;Briza maxima;Briza maxima;Briza maxima;Briza maxima;sp.;Briza;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Briza media;Briza media;Briza media;Briza media;Briza media;sp.;Briza;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Briza media subsp. mudia;Briza media subsp. media;Briza media subsp. media;Briza media subsp. media;Briza media;subsp.;Briza;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Briza minor;Briza minor;Briza minor;Briza minor;Briza minor;sp.;Briza;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Bromus beneckeni;Bromus benekenii;Bromopsis benekenii;Bromopsis benekenii;Bromopsis benekenii;sp.;Bromopsis;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Bromus benekenii;Bromus benekenii;Bromopsis benekenii;Bromopsis benekenii;Bromopsis benekenii;sp.;Bromopsis;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Bromus erectus;Bromus erectus;Bromopsis erecta;Bromopsis erecta;Bromopsis erecta;sp.;Bromopsis;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Bromus erectus subsp. erectus;Bromus erectus;Bromopsis erecta;Bromopsis erecta;Bromopsis erecta;sp.;Bromopsis;Poaceae;Poales;Liliopsida;Tracheophytes;No
Bromus ramosus;Bromus ramosus;Bromopsis ramosa;Bromopsis ramosa;Bromopsis ramosa;sp.;Bromopsis;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Prunus ramosus;Bromus ramosus;Bromopsis ramosa;Bromopsis ramosa;Bromopsis ramosa;sp.;Bromopsis;Rosaceae;Rosales;Magnoliopsida;Tracheophytes;Yes
Bromus;Bromus;Bromus;Bromus;Bromus;gen.;Bromus;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Bromus arvensis;Bromus arvensis;Bromus arvensis;Bromus arvensis;Bromus arvensis;sp.;Bromus;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Bromus arvensis subsp. arvensis;Bromus arvensis subsp. arvensis;Bromus arvensis subsp. arvensis;Bromus arvensis subsp. arvensis;Bromus arvensis;subsp.;Bromus;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Bromus commutatus;Bromus commutatus;Bromus commutatus;Bromus commutatus;Bromus commutatus;sp.;Bromus;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Prunus hordaceus;Bromus hordeaceus;Bromus hordeaceus;Bromus hordeaceus;Bromus hordeaceus;sp.;Bromus;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Bromus hordeaceous;Bromus hordeaceus;Bromus hordeaceus;Bromus hordeaceus;Bromus hordeaceus aggr.;sp.;Bromus;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Bromus hordeaceus;Bromus hordeaceus;Bromus hordeaceus;Bromus hordeaceus;Bromus hordeaceus aggr.;sp.;Bromus;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Bromus hordeaceus subsp. hordeaceus;Bromus hordeaceus subsp. hordeaceus;Bromus hordeaceus subsp. hordeaceus;Bromus hordeaceus subsp. hordeaceus;Bromus hordeaceus aggr.;subsp.;Bromus;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Bromus mollis subsp. nanus;Bromus nanus;Bromus hordeaceus subsp. thominei;Bromus hordeaceus subsp. thominei;Bromus hordeaceus aggr.;subsp.;Bromus;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Bromus lanceolatus;Bromus lanceolatus;Bromus lanceolatus;Bromus lanceolatus;Bromus lanceolatus;sp.;Bromus;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Bromus racemosus;Bromus racemosus;Bromus racemosus;Bromus racemosus;Bromus racemosus;sp.;Bromus;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Bromus scoparius;Bromus scoparius;Bromus scoparius;Bromus scoparius;Bromus scoparius;sp.;Bromus;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Bromus secalinus;Bromus secalinus;Bromus secalinus;Bromus secalinus;Bromus secalinus;sp.;Bromus;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Bromus squarrosus;Bromus squarrosus;Bromus squarrosus;Bromus squarrosus;Bromus squarrosus;sp.;Bromus;Poaceae;Poales;Liliopsida;Tracheophytes;Yes
Bryonia dioica;Bryonia dioica;Bryonia dioica;Bryonia dioica;Bryonia dioica;sp.;Bryonia;Cucurbitaceae;Cucurbitales;Magnoliopsida;Tracheophytes;Yes
Bufonia tenuifolia;Bufonia tenuifolia;Bufonia tenuifolia;Bufonia tenuifolia;Bufonia tenuifolia;sp.;Bufonia;Caryophyllaceae;Caryophyllales;Magnoliopsida;Tracheophytes;Yes
Buglossoides arvensis;Buglossoides arvensis;Buglossoides arvensis;Buglossoides arvensis;Buglossoides arvensis;sp.;Buglossoides;Boraginaceae;Boraginales;Magnoliopsida;Tracheophytes;Yes
Buglossoides arvensis subsp. incrassata;Buglossoides incrassata;Buglossoides incrassata;Buglossoides incrassata;Buglossoides incrassata;sp.;Buglossoides;Boraginaceae;Boraginales;Magnoliopsida;Tracheophytes;Yes
Bunias erucago;Bunias erucago;Bunias erucago;Bunias erucago;Bunias erucago;sp.;Bunias;Brassicaceae;Brassicales;Magnoliopsida;Tracheophytes;Yes
Bunium bulbocastanum;Bunium bulbocastanum;Bunium bulbocastanum;Bunium bulbocastanum;Bunium bulbocastanum;sp.;Bunium;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Bupleurum angulosum;Bupleurum angulosum;Bupleurum angulosum;Bupleurum angulosum;Bupleurum angulosum;sp.;Bupleurum;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Bupleurum baldense;Bupleurum baldense;Bupleurum baldense;Bupleurum baldense;Bupleurum baldense;sp.;Bupleurum;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Bupleurum falcatum;Bupleurum falcatum;Bupleurum falcatum;Bupleurum falcatum;Bupleurum falcatum;sp.;Bupleurum;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Bupleurum falcatum subsp. falcatum;Bupleurum falcatum subsp. falcatum;Bupleurum falcatum subsp. falcatum;Bupleurum falcatum subsp. falcatum;Bupleurum falcatum;subsp.;Bupleurum;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Bupleurum fruticescens;Bupleurum fruticescens;Bupleurum fruticescens;Bupleurum fruticescens;Bupleurum fruticescens;sp.;Bupleurum;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Bupleurum fruticosum;Bupleurum fruticosum;Bupleurum fruticosum;Bupleurum fruticosum;Bupleurum fruticosum;sp.;Bupleurum;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Bupleurum gerardi;Bupleurum gerardi;Bupleurum gerardi;Bupleurum gerardi;Bupleurum gerardi;sp.;Bupleurum;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Bupleurum ranunculoides;Bupleurum ranunculoides;Bupleurum ranunculoides;Bupleurum ranunculoides;Bupleurum ranunculoides;sp.;Bupleurum;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Bupleurum rigidum;Bupleurum rigidum;Bupleurum rigidum;Bupleurum rigidum;Bupleurum rigidum;sp.;Bupleurum;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Bupleurum rigidum subsp. rigidum;Bupleurum rigidum subsp. rigidum;Bupleurum rigidum subsp. rigidum;Bupleurum rigidum subsp. rigidum;Bupleurum rigidum;subsp.;Bupleurum;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;Yes
Bupleurum tenuissimum;Bupleurum tenuissimum;Bupleurum tenuissimum;Bupleurum tenuissimum;Bupleurum tenuissimum;sp.;Bupleurum;Apiaceae;Apiales;Magnoliopsida;Tracheophytes;No
Buxus sempervirens;Buxus sempervirens;Buxus sempervirens;Buxus sempervirens;Buxus sempervirens;sp.;Buxus;Buxaceae;Buxales;Magnoliopsida;Tracheophytes;Yes
Cakile maritima;Cakile maritima subsp. maritima;Cakile maritima subsp. maritima;Cakile maritima subsp. maritima;Cakile maritima;subsp.;Cakile;Brassicaceae;Brassicales;Magnoliopsida;Tracheophytes;Yes
Cakile maritima subsp. integrifolia;Cakile maritima subsp. integrifolia;Cakile maritima subsp. integrifolia;Cakile maritima subsp. integrifolia;Cakile maritima;subsp.;Cakile;Brassicaceae;Brassicales;Magnoliopsida;Tracheophytes;Yes
